date,search
2021-02-08,12.03931
2021-02-09,10.31941
2021-02-10,11.54791
2021-02-11,9.95085
2021-02-12,11.17936
2021-02-13,15.84766
2021-02-14,13.75921
2021-02-15,7.8624
2021-02-16,10.68796
2021-02-17,10.81081
2021-02-18,9.3366
2021-02-19,15.11056
2021-02-20,22.35872
2021-02-21,16.83046
2021-02-22,13.75921
2021-02-23,12.89926
2021-02-24,11.91646
2021-02-25,14.74201
2021-02-26,15.47911
2021-02-27,21.49877
2021-02-28,22.48157
2021-03-01,9.95085
2021-03-02,10.07371
2021-03-03,9.828
2021-03-04,11.30221
2021-03-05,16.09336
2021-03-06,20.88452
2021-03-07,20.63882
2021-03-08,10.93366
2021-03-09,11.30221
2021-03-10,9.0909
2021-03-11,12.77641
2021-03-12,10.68796
2021-03-13,21.00737
2021-03-14,17.32186
2021-03-15,11.30221
2021-03-16,12.40786
2021-03-17,13.26781
2021-03-18,11.30221
2021-03-19,15.72481
2021-03-20,20.14742
2021-03-21,20.14742
2021-03-22,10.81081
2021-03-23,13.75921
2021-03-24,13.26781
2021-03-25,13.63636
2021-03-26,15.23341
2021-03-27,16.95331
2021-03-28,14.98771
2021-03-29,11.54791
2021-03-30,11.67076
2021-03-31,13.26781
2021-04-01,12.28501
2021-04-02,12.65356
2021-04-03,14.61916
2021-04-04,21.37592
2021-04-05,12.65356
2021-04-06,13.39066
2021-04-07,15.35626
2021-04-08,13.63636
2021-04-09,17.56756
2021-04-10,18.05896
2021-04-11,20.88452
2021-04-12,8.8452
2021-04-13,11.67076
2021-04-14,13.02211
2021-04-15,10.19656
2021-04-16,12.16216
2021-04-17,18.05896
2021-04-18,19.28746
2021-04-19,12.40786
2021-04-20,8.96805
2021-04-21,14.61916
2021-04-22,13.63636
2021-04-23,14.25061
2021-04-24,20.27027
2021-04-25,16.33906
2021-04-26,13.26781
2021-04-27,9.21375
2021-04-28,13.88206
2021-04-29,11.30221
2021-04-30,16.21621
2021-05-01,19.90171
2021-05-02,16.58476
2021-05-03,13.75921
2021-05-04,11.67076
2021-05-05,18.91891
2021-05-06,12.40786
2021-05-07,15.60196
2021-05-08,17.07616
2021-05-09,19.53316
2021-05-10,30.34398
2021-05-11,26.04422
2021-05-12,14.12776
2021-05-13,11.05651
2021-05-14,19.16461
2021-05-15,22.60442
2021-05-16,18.67321
2021-05-17,11.67076
2021-05-18,15.23341
2021-05-19,21.74447
2021-05-20,13.39066
2021-05-21,11.05651
2021-05-22,23.21867
2021-05-23,17.69041
2021-05-24,14.74201
2021-05-25,10.68796
2021-05-26,12.77641
2021-05-27,12.40786
2021-05-28,14.86486
2021-05-29,20.63882
2021-05-30,17.81326
2021-05-31,10.44226
2021-06-01,12.53071
2021-06-02,13.02211
2021-06-03,10.19656
2021-06-04,17.93611
2021-06-05,20.76167
2021-06-06,20.27027
2021-06-07,11.91646
2021-06-08,13.51351
2021-06-09,13.39066
2021-06-10,11.79361
2021-06-11,13.39066
2021-06-12,19.65601
2021-06-13,19.65601
2021-06-14,14.25061
2021-06-15,10.93366
2021-06-16,12.53071
2021-06-17,17.69041
2021-06-18,19.53316
2021-06-19,29.60687
2021-06-20,18.42751
2021-06-21,16.58476
2021-06-22,18.18181
2021-06-23,16.70761
2021-06-24,18.42751
2021-06-25,19.90171
2021-06-26,24.07862
2021-06-27,24.81572
2021-06-28,12.65356
2021-06-29,17.56756
2021-06-30,15.23341
2021-07-01,14.74201
2021-07-02,17.32186
2021-07-03,16.46191
2021-07-04,13.63636
2021-07-05,16.95331
2021-07-06,11.54791
2021-07-07,13.75921
2021-07-08,9.0909
2021-07-09,5.28255
2021-07-10,10.93366
2021-07-11,14.37346
2021-07-12,8.1081
2021-07-13,7.24815
2021-07-14,8.3538
2021-07-15,8.8452
2021-07-16,7.371
2021-07-17,6.8796
2021-07-18,10.81081
2021-07-19,7.6167
2021-07-20,6.6339
2021-07-21,9.95085
2021-07-22,9.45945
2021-07-23,7.73955
2021-07-24,12.16216
2021-07-25,12.40786
2021-07-26,7.73955
2021-07-27,7.49385
2021-07-28,8.72235
2021-07-29,9.5823
2021-07-30,7.371
2021-07-31,9.5823
2021-08-01,10.68796
2021-08-02,9.21375
2021-08-03,6.26535
2021-08-04,7.1253
2021-08-05,7.00245
2021-08-06,11.42506
2021-08-07,14.37346
2021-08-08,13.02211
2021-08-09,9.5823
2021-08-10,11.30221
2021-08-11,7.6167
2021-08-12,11.54791
2021-08-13,12.16216
2021-08-14,15.23341
2021-08-15,13.51351
2021-08-16,10.07371
2021-08-17,6.8796
2021-08-18,8.47665
2021-08-19,10.81081
2021-08-20,11.05651
2021-08-21,10.68796
2021-08-22,12.89926
2021-08-23,9.0909
2021-08-24,10.68796
2021-08-25,11.79361
2021-08-26,10.19656
2021-08-27,14.12776
2021-08-28,14.74201
2021-08-29,13.02211
2021-08-30,8.23095
2021-08-31,4.6683
2021-09-01,9.70515
2021-09-02,9.0909
2021-09-03,12.89926
2021-09-04,19.65601
2021-09-05,16.33906
2021-09-06,9.0909
2021-09-07,8.72235
2021-09-08,9.95085
2021-09-09,14.49631
2021-09-10,11.67076
2021-09-11,16.46191
2021-09-12,13.51351
2021-09-13,7.73955
2021-09-14,9.70515
2021-09-15,12.65356
2021-09-16,11.17936
2021-09-17,14.49631
2021-09-18,16.58476
2021-09-19,17.69041
2021-09-20,10.44226
2021-09-21,10.31941
2021-09-22,15.23341
2021-09-23,14.86486
2021-09-24,16.33906
2021-09-25,26.90417
2021-09-26,20.63882
2021-09-27,7.73955
2021-09-28,10.19656
2021-09-29,8.3538
2021-09-30,11.54791
2021-10-01,13.63636
2021-10-02,19.53316
2021-10-03,24.20147
2021-10-04,13.88206
2021-10-05,11.17936
2021-10-06,10.19656
2021-10-07,12.89926
2021-10-08,12.16216
2021-10-09,25.92137
2021-10-10,19.65601
2021-10-11,16.58476
2021-10-12,12.89926
2021-10-13,12.03931
2021-10-14,13.63636
2021-10-15,12.40786
2021-10-16,17.69041
2021-10-17,16.33906
2021-10-18,10.81081
2021-10-19,13.02211
2021-10-20,10.68796
2021-10-21,14.61916
2021-10-22,16.95331
2021-10-23,23.95577
2021-10-24,19.90171
2021-10-25,11.79361
2021-10-26,15.60196
2021-10-27,16.46191
2021-10-28,17.56756
2021-10-29,23.34152
2021-10-30,43.85749
2021-10-31,35.50368
2021-11-01,17.32186
2021-11-02,13.75921
2021-11-03,14.49631
2021-11-04,13.63636
2021-11-05,21.37592
2021-11-06,25.30712
2021-11-07,21.86732
2021-11-08,13.39066
2021-11-09,13.26781
2021-11-10,16.83046
2021-11-11,15.97051
2021-11-12,22.35872
2021-11-13,26.90417
2021-11-14,25.30712
2021-11-15,15.72481
2021-11-16,15.35626
2021-11-17,14.98771
2021-11-18,14.61916
2021-11-19,24.44717
2021-11-20,28.62407
2021-11-21,21.00737
2021-11-22,15.47911
2021-11-23,15.35626
2021-11-24,14.98771
2021-11-25,13.51351
2021-11-26,18.42751
2021-11-27,28.13267
2021-11-28,20.63882
2021-11-29,17.07616
2021-11-30,14.37346
2021-12-01,10.19656
2021-12-02,13.63636
2021-12-03,16.46191
2021-12-04,18.05896
2021-12-05,17.93611
2021-12-06,12.89926
2021-12-07,15.72481
2021-12-08,12.28501
2021-12-09,13.14496
2021-12-10,15.23341
2021-12-11,22.60442
2021-12-12,15.47911
2021-12-13,12.40786
2021-12-14,12.65356
2021-12-15,13.26781
2021-12-16,17.07616
2021-12-17,14.12776
2021-12-18,17.32186
2021-12-19,18.67321
2021-12-20,12.77641
2021-12-21,12.53071
2021-12-22,12.28501
2021-12-23,17.69041
2021-12-24,18.55036
2021-12-25,19.28746
2021-12-26,16.33906
2021-12-27,10.44226
2021-12-28,13.02211
2021-12-29,10.31941
2021-12-30,8.96805
2021-12-31,14.12776
2022-01-01,12.89926
2022-01-02,13.14496
2022-01-03,9.5823
2022-01-04,12.28501
2022-01-05,10.81081
2022-01-06,12.53071
2022-01-07,15.72481
2022-01-08,21.37592
2022-01-09,15.84766
2022-01-10,11.91646
2022-01-11,13.39066
2022-01-12,12.16216
2022-01-13,11.30221
2022-01-14,13.14496
2022-01-15,21.86732
2022-01-16,17.44471
2022-01-17,12.77641
2022-01-18,11.30221
2022-01-19,11.05651
2022-01-20,11.79361
2022-01-21,17.07616
2022-01-22,21.00737
2022-01-23,22.11302
2022-01-24,10.44226
2022-01-25,10.19656
2022-01-26,10.44226
2022-01-27,11.67076
2022-01-28,13.75921
2022-01-29,14.61916
2022-01-30,15.23341
2022-01-31,12.65356
2022-02-01,15.23341
2022-02-02,12.65356
2022-02-03,8.23095
2022-02-04,11.30221
2022-02-05,13.63636
2022-02-06,13.63636
2022-02-07,9.0909
2022-02-08,8.23095
2022-02-09,6.6339
2022-02-10,10.93366
2022-02-11,11.54791
2022-02-12,18.30466
2022-02-13,16.83046
2022-02-14,8.96805
2022-02-15,6.51105
2022-02-16,7.73955
2022-02-17,11.42506
2022-02-18,14.98771
2022-02-19,14.00491
2022-02-20,13.63636
2022-02-21,8.47665
2022-02-22,7.8624
2022-02-23,8.96805
2022-02-24,9.5823
2022-02-25,12.40786
2022-02-26,15.23341
2022-02-27,16.21621
2022-02-28,11.67076
2022-03-01,11.17936
2022-03-02,5.8968
2022-03-03,8.23095
2022-03-04,12.03931
2022-03-05,15.60196
2022-03-06,13.39066
2022-03-07,9.0909
2022-03-08,11.67076
2022-03-09,14.12776
2022-03-10,6.75675
2022-03-11,12.03931
2022-03-12,17.93611
2022-03-13,13.88206
2022-03-14,8.72235
2022-03-15,12.53071
2022-03-16,10.07371
2022-03-17,12.03931
2022-03-18,14.25061
2022-03-19,14.61916
2022-03-20,14.37346
2022-03-21,10.81081
2022-03-22,13.14496
2022-03-23,9.828
2022-03-24,12.65356
2022-03-25,17.19901
2022-03-26,22.11302
2022-03-27,19.28746
2022-03-28,11.17936
2022-03-29,13.26781
2022-03-30,9.3366
2022-03-31,11.54791
2022-04-01,17.81326
2022-04-02,27.02702
2022-04-03,20.02457
2022-04-04,13.75921
2022-04-05,12.28501
2022-04-06,13.63636
2022-04-07,12.89926
2022-04-08,17.56756
2022-04-09,23.09582
2022-04-10,22.23587
2022-04-11,13.63636
2022-04-12,8.8452
2022-04-13,12.77641
2022-04-14,16.21621
2022-04-15,21.49877
2022-04-16,28.99262
2022-04-17,24.93857
2022-04-18,16.58476
2022-04-19,14.25061
2022-04-20,16.33906
2022-04-21,16.83046
2022-04-22,24.32432
2022-04-23,34.88943
2022-04-24,23.21867
2022-04-25,17.32186
2022-04-26,16.58476
2022-04-27,15.72481
2022-04-28,21.86732
2022-04-29,30.22113
2022-04-30,41.76904
2022-05-01,28.99262
2022-05-02,19.28746
2022-05-03,20.02457
2022-05-04,25.67567
2022-05-05,36.36363
2022-05-06,32.80098
2022-05-07,37.34643
2022-05-08,22.23587
2022-05-09,17.93611
2022-05-10,16.58476
2022-05-11,16.33906
2022-05-12,23.46437
2022-05-13,25.67567
2022-05-14,39.31203
2022-05-15,32.67813
2022-05-16,18.79606
2022-05-17,21.37592
2022-05-18,17.81326
2022-05-19,21.00737
2022-05-20,31.69533
2022-05-21,37.46928
2022-05-22,31.44963
2022-05-23,17.56756
2022-05-24,18.42751
2022-05-25,13.75921
2022-05-26,17.44471
2022-05-27,31.20393
2022-05-28,38.20638
2022-05-29,28.37837
2022-05-30,19.53316
2022-05-31,21.37592
2022-06-01,35.13513
2022-06-02,24.20147
2022-06-03,25.18427
2022-06-04,37.83783
2022-06-05,37.96068
2022-06-06,28.74692
2022-06-07,16.58476
2022-06-08,15.47911
2022-06-09,19.41031
2022-06-10,28.13267
2022-06-11,33.78378
2022-06-12,24.07862
2022-06-13,17.07616
2022-06-14,20.02457
2022-06-15,19.41031
2022-06-16,21.00737
2022-06-17,29.36117
2022-06-18,30.58968
2022-06-19,30.34398
2022-06-20,21.00737
2022-06-21,25.18427
2022-06-22,26.16707
2022-06-23,18.91891
2022-06-24,29.48402
2022-06-25,39.55773
2022-06-26,26.16707
2022-06-27,22.35872
2022-06-28,20.02457
2022-06-29,19.04176
2022-06-30,21.74447
2022-07-01,29.48402
2022-07-02,33.41523
2022-07-03,35.74938
2022-07-04,21.49877
2022-07-05,20.88452
2022-07-06,22.35872
2022-07-07,25.79852
2022-07-08,36.85503
2022-07-09,38.94348
2022-07-10,32.67813
2022-07-11,20.27027
2022-07-12,17.44471
2022-07-13,13.02211
2022-07-14,26.78132
2022-07-15,35.74938
2022-07-16,46.06879
2022-07-17,29.60687
2022-07-18,21.74447
2022-07-19,24.81572
2022-07-20,26.16707
2022-07-21,23.34152
2022-07-22,27.27272
2022-07-23,30.95823
2022-07-24,26.53562
2022-07-25,21.49877
2022-07-26,22.72727
2022-07-27,25.79852
2022-07-28,26.78132
2022-07-29,32.80098
2022-07-30,33.66093
2022-07-31,25.42997
2022-08-01,24.44717
2022-08-02,22.60442
2022-08-03,27.27272
2022-08-04,24.20147
2022-08-05,26.90417
2022-08-06,32.92383
2022-08-07,26.41277
2022-08-08,16.46191
2022-08-09,11.05651
2022-08-10,18.79606
2022-08-11,22.23587
2022-08-12,29.23832
2022-08-13,33.78378
2022-08-14,35.99508
2022-08-15,27.76412
2022-08-16,24.93857
2022-08-17,28.13267
2022-08-18,23.21867
2022-08-19,25.18427
2022-08-20,38.32923
2022-08-21,28.50122
2022-08-22,22.11302
2022-08-23,26.28992
2022-08-24,23.09582
2022-08-25,22.35872
2022-08-26,24.93857
2022-08-27,37.34643
2022-08-28,31.20393
2022-08-29,19.28746
2022-08-30,21.13022
2022-08-31,21.99017
2022-09-01,24.07862
2022-09-02,29.36117
2022-09-03,40.90909
2022-09-04,21.13022
2022-09-05,10.93366
2022-09-06,14.49631
2022-09-07,17.44471
2022-09-08,17.07616
2022-09-09,27.51842
2022-09-10,26.41277
2022-09-11,30.34398
2022-09-12,21.62162
2022-09-13,14.74201
2022-09-14,19.65601
2022-09-15,18.30466
2022-09-16,25.79852
2022-09-17,39.31203
2022-09-18,26.65847
2022-09-19,15.35626
2022-09-20,23.46437
2022-09-21,18.05896
2022-09-22,17.56756
2022-09-23,25.06142
2022-09-24,34.15233
2022-09-25,36.11793
2022-09-26,19.04176
2022-09-27,21.00737
2022-09-28,21.00737
2022-09-29,19.77886
2022-09-30,26.41277
2022-10-01,37.96068
2022-10-02,38.32923
2022-10-03,17.81326
2022-10-04,15.11056
2022-10-05,17.32186
2022-10-06,52.2113
2022-10-07,41.40049
2022-10-08,49.26289
2022-10-09,43.73464
2022-10-10,23.95577
2022-10-11,24.07862
2022-10-12,20.88452
2022-10-13,22.23587
2022-10-14,32.67813
2022-10-15,46.80589
2022-10-16,31.44963
2022-10-17,17.56756
2022-10-18,16.70761
2022-10-19,20.14742
2022-10-20,27.51842
2022-10-21,29.11547
2022-10-22,36.36363
2022-10-23,30.95823
2022-10-24,28.62407
2022-10-25,23.83292
2022-10-26,24.81572
2022-10-27,36.11793
2022-10-28,53.80835
2022-10-29,80.34398
2022-10-30,82.67813
2022-10-31,59.70515
2022-11-01,29.97542
2022-11-02,33.90663
2022-11-03,22.23587
2022-11-04,19.16461
2022-11-05,16.33906
2022-11-06,12.65356
2022-11-07,7.49385
2022-11-08,10.19656
2022-11-09,8.8452
2022-11-10,14.61916
2022-11-11,13.39066
2022-11-12,13.63636
2022-11-13,10.56511
2022-11-14,8.3538
2022-11-15,6.6339
2022-11-16,9.95085
2022-11-17,8.23095
2022-11-18,12.40786
2022-11-19,8.96805
2022-11-20,12.16216
2022-11-21,10.07371
2022-11-22,11.54791
2022-11-23,9.45945
2022-11-24,9.21375
2022-11-25,10.56511
2022-11-26,12.89926
2022-11-27,11.17936
2022-11-28,12.53071
2022-11-29,8.1081
2022-11-30,8.23095
2022-12-01,7.24815
