date,search
2022-07-06,27.04309
2022-07-07,31.20356
2022-07-08,44.57652
2022-07-09,47.10252
2022-07-10,39.52451
2022-07-11,24.51708
2022-07-12,21.09955
2022-07-13,15.75037
2022-07-14,32.39227
2022-07-15,43.23922
2022-07-16,55.72065
2022-07-17,35.8098
2022-07-18,26.30014
2022-07-19,30.01485
2022-07-20,31.64933
2022-07-21,28.23179
2022-07-22,32.98662
2022-07-23,37.44427
2022-07-24,32.09509
2022-07-25,26.00297
2022-07-26,27.48885
2022-07-27,31.20356
2022-07-28,32.39227
2022-07-29,39.6731
2022-07-30,40.71322
2022-07-31,30.7578
2022-08-01,29.56909
2022-08-02,27.34026
2022-08-03,32.98662
2022-08-04,29.27191
2022-08-05,32.54086
2022-08-06,39.82169
2022-08-07,31.9465
2022-08-08,19.91084
2022-08-09,13.37295
2022-08-10,22.73402
2022-08-11,26.8945
2022-08-12,35.36404
2022-08-13,40.86181
2022-08-14,43.5364
2022-08-15,33.58098
2022-08-16,30.16344
2022-08-17,34.02674
2022-08-18,28.0832
2022-08-19,30.46062
2022-08-20,46.35958
2022-08-21,34.47251
2022-08-22,26.74591
2022-08-23,31.79791
2022-08-24,27.93462
2022-08-25,27.04309
2022-08-26,30.16344
2022-08-27,45.17087
2022-08-28,37.74145
2022-08-29,23.32838
2022-08-30,25.5572
2022-08-31,26.59732
2022-09-01,29.12332
2022-09-02,35.51263
2022-09-03,49.47994
2022-09-04,25.5572
2022-09-05,13.22436
2022-09-06,17.53343
2022-09-07,21.09955
2022-09-08,20.65378
2022-09-09,33.2838
2022-09-10,31.9465
2022-09-11,36.70133
2022-09-12,26.15156
2022-09-13,17.8306
2022-09-14,23.77414
2022-09-15,22.13967
2022-09-16,31.20356
2022-09-17,47.54829
2022-09-18,32.24368
2022-09-19,18.57355
2022-09-20,28.38038
2022-09-21,21.84249
2022-09-22,21.24814
2022-09-23,30.31203
2022-09-24,41.30757
2022-09-25,43.68499
2022-09-26,23.0312
2022-09-27,25.40861
2022-09-28,25.40861
2022-09-29,23.92273
2022-09-30,31.9465
2022-10-01,45.91381
2022-10-02,46.35958
2022-10-03,21.54531
2022-10-04,18.27637
2022-10-05,20.95096
2022-10-06,63.15007
2022-10-07,50.07429
2022-10-08,59.58395
2022-10-09,52.89747
2022-10-10,28.97473
2022-10-11,29.12332
2022-10-12,25.26002
2022-10-13,26.8945
2022-10-14,39.52451
2022-10-15,56.61218
2022-10-16,38.03863
2022-10-17,21.24814
2022-10-18,20.20802
2022-10-19,24.36849
2022-10-20,33.2838
2022-10-21,35.21545
2022-10-22,43.98216
2022-10-23,37.44427
2022-10-24,34.62109
2022-10-25,28.82615
2022-10-26,30.01485
2022-10-27,43.68499
2022-10-28,65.08172
2022-10-29,97.17682
2022-10-30,100
2022-10-31,72.21396
2022-11-01,36.25557
2022-11-02,41.0104
2022-11-03,26.8945
2022-11-04,23.17979
2022-11-05,19.76225
2022-11-06,15.3046
2022-11-07,9.06389
2022-11-08,12.33283
2022-11-09,10.69836
2022-11-10,17.68202
2022-11-11,16.19613
2022-11-12,16.49331
2022-11-13,12.7786
2022-11-14,10.10401
2022-11-15,8.02377
2022-11-16,12.03566
2022-11-17,9.95542
2022-11-18,15.00742
2022-11-19,10.84695
2022-11-20,14.71025
2022-11-21,12.18424
2022-11-22,13.96731
2022-11-23,11.4413
2022-11-24,11.14413
2022-11-25,12.7786
2022-11-26,15.60178
2022-11-27,13.52154
2022-11-28,15.15601
2022-11-29,9.80683
2022-11-30,9.95542
2022-12-01,8.76671
